St,Spy,Spx,Sny,Snx,Et,Epy,Epx,Eny,Enx,Supply Vent Facing Direction,Exhaust Vent Facing Direction,Supply Vent Flow Speed,Exhaust Vent Flow Speed,x Distance Between Vents,y Distance Between Vents,Vertical Distance Between Vents,Wind Speed,Fire Size,Wind Angle,Vis,EC,Recirculation
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.4,-3.5,6,11,9.5,-2.4,3.1,281,30,5.45097E-12,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.9,-8.8,13,14,-3.5,-3.4,8.9,23,30,4.15969E-15,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.4,-2.1,12,13.5,-2.5,-1.2,12.3,242.6,30,0.0004832,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,3.8,-3.6,5.5,5,5.5,-2.8,10.9,264.3,30,0.001079168,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.1,-8.7,6,7.5,2.5,-1.9,8.3,28.6,30,5.03335E-17,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,2.8,-2.2,7.5,6.5,3.5,-1.9,10.2,71.2,30,1.11221E-06,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,3.9,-2,12,11.5,2,-3.4,4.8,217.3,13.40323628,0.265615964,1
0,1,0,0,0,0,0,1,0,0,Py,Px,2,-3.9,7.5,9.5,0.5,-1.1,8.7,342.5,30,9.43144E-05,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2.1,-4,11.5,8,8,-3.1,6.1,1.6,30,9.2478E-26,0
1,0,0,0,0,0,0,1,0,0,Top,Px,9.3,-3.4,5,8.5,10.5,-3.1,1.9,162.2,30,3.35581E-07,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.7,-3.7,7.5,8,-6,-3.2,5.2,346.7,30,1.51326E-08,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.3,-3.4,10,7,2,-3,13.4,314,30,7.83183E-13,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.2,-2.7,13.5,12,-4.5,-2.8,9.3,234.7,30,2.83727E-07,0
1,0,0,0,0,0,0,1,0,0,Top,Px,8.9,-2.5,5,5.5,7.5,-2.3,3,221.7,21.21231317,0.158827083,1
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.3,-7.4,6.5,10,9,-2.8,3.5,75.5,30,8.89041E-18,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.7,-3.8,13.5,13.5,-1,-3.5,12.9,338.4,30,8.32367E-20,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.7,-10.9,7.5,15,2.5,-3.1,14.6,260.5,30,0.000102053,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,2.3,-3.8,14.5,14.5,-3,-1.1,7.7,346.6,30,1.11923E-07,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.3,-2.9,11.5,14,-8.5,-2.3,7.7,128.9,30,1.26127E-05,0
0,0,1,0,0,1,0,0,0,0,Px,Top,2.8,-9.6,7,11,-4.5,-2.4,10.5,135.9,30,0.000106446,0
0,0,1,0,0,0,1,0,0,0,Px,Py,2.6,-3.7,14.5,9,3.5,-2.4,15.8,286.5,30,5.725E-20,0
1,0,0,0,0,1,0,0,0,0,Top,Top,11.5,-8.5,10.5,5.5,7,-2.8,6.8,4.2,30,6.7869E-17,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.6,-2.5,11,6.5,9.5,-3,13,198.3,30,0.000296372,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2.6,-3,7.5,15,-2.5,-3.1,1.5,260.5,30,0.004525827,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.5,-8.4,15,12.5,-11,-2.6,3.3,161.2,30,2.63249E-24,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.7,-3.8,14.5,5,4.5,-2,6.6,190.7,30,0.007401759,0
1,0,0,0,0,0,1,0,0,0,Top,Py,11.7,-2.7,11.5,7.5,-2,-2.1,7.7,229.1,26.50536466,0.08348462,1
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.7,-2.1,13,11.5,7,-2.6,11.5,19.6,30,4.08195E-29,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.9,-8.4,15,6,3,-1.7,12.8,27.6,30,3.68934E-08,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.4,-7.8,13.5,5.5,7.5,-3.3,1.3,306.8,30,2.49498E-10,0
0,0,1,0,0,1,0,0,0,0,Px,Top,2.8,-8.7,13,5.5,-1.5,-2.5,10.3,311.7,30,4.88852E-12,0
1,0,0,0,0,1,0,0,0,0,Top,Top,11.3,-11.2,5,12,10,-3.3,9.8,270,30,0.007861794,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.1,-3.1,10.5,11,-3,-1.4,15.6,131.1,30,1.16638E-19,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.4,-2.1,11.5,11,6,-2.8,8.7,204.8,30,0.000648103,0
0,0,1,0,0,0,0,0,1,0,Px,Ny,3.1,-3.8,5,10,7,-1.3,13.2,321.7,30,2.00773E-15,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,3.5,-3.3,13,5,6,-2.2,4.1,24.7,30,1.12467E-13,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,3.4,-7.1,6,12,-7.5,-1.6,2.1,32.8,30,5.75376E-14,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,11.7,-2.1,8,12,6.5,-3.4,14,256,28.59364762,0.053139148,1
0,0,1,0,0,0,1,0,0,0,Px,Py,3.4,-3.6,12,6.5,9,-1.6,9.7,71.9,30,6.79961E-21,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.6,-3.3,9.5,8.5,6,-3.2,11,227.3,30,0.034066163,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,3.5,-3,12,10,-7,-3,7.9,71,30,8.41748E-08,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.9,-3.4,12,7.5,9,-3,3.3,233.1,30,0.005399244,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,2.3,-2.4,8,12.5,0.5,-2.2,12.9,181.2,30,2.4391E-07,0
0,1,0,0,0,0,1,0,0,0,Py,Py,2.9,-2.9,9.5,14.5,-5,-2,11.9,108.5,30,2.07326E-11,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.6,-9.3,6,9.5,3.5,-1.9,14.1,106.2,30,1.75781E-11,0
0,0,1,0,0,1,0,0,0,0,Px,Top,2.4,-8.1,14.5,6.5,3.5,-2.1,12.8,214.4,30,0.006920521,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.7,-9.7,8,15,-9,-3.1,12.6,258.7,30,0.037824589,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.6,-3.9,8,12.5,-9,-2.1,5.7,318.4,30,9.39321E-14,0
1,0,0,0,0,1,0,0,0,0,Top,Top,7.9,-10.4,8.5,8.5,3,-3.1,6.5,308.7,30,7.82321E-13,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.6,-2.2,6,7,-1.5,-2.5,3.4,224.1,30,0.0460539,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2.1,-2.6,13.5,10,-4,-1.6,10.2,251.7,30,9.74533E-10,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.6,-2.2,7,8.5,5,-2.2,12.7,256.8,30,0.000512426,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.1,-2.7,12,13,6,-1.2,2.6,293.9,30,2.85639E-20,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,3.3,-9,12,9.5,-3,-1.9,13.4,342.2,30,1.28471E-05,0
1,0,0,0,0,1,0,0,0,0,Top,Top,8.4,-10.7,6,14,-10.5,-3.4,6.5,238.8,21.60285467,0.146960267,1
0,1,0,0,0,0,0,0,0,1,Py,Nx,2.5,-2.6,9,8.5,-8.5,-1.3,7,70.8,27.05419844,0.096163053,1
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.6,-8.1,11.5,10,-5,-2.6,8,40.3,30,6.2701E-08,0
0,0,1,0,0,0,0,0,1,0,Px,Ny,3.4,-3,13.5,12.5,9,-1.6,6.1,249.2,30,0.001117606,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,7.9,-3.6,12,11,-0.5,-1.6,9.7,336.7,30,2.20565E-07,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.8,-3.7,11.5,8,-8.5,-1.1,12.5,230.9,30,3.57844E-08,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,3.1,-10.2,14,9,9,-2.9,14.3,261.4,30,3.36338E-09,0
0,0,1,0,0,1,0,0,0,0,Px,Top,3.7,-7.5,9,8,8,-1.4,5.2,342.8,30,1.16381E-07,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,3.1,-2.3,14,7.5,10,-3,11.6,87.2,30,3.24153E-27,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.4,-2.2,10.5,9,10.5,-2.8,6,327.7,30,6.73692E-14,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.5,-11.8,12,10.5,-4.5,-1.1,11.8,243.7,30,0.001172498,0
1,0,0,0,0,0,0,1,0,0,Top,Px,9.2,-2.3,5.5,13.5,-3.5,-3.1,2.8,23.1,30,1.26979E-18,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.9,-2.7,14.5,10.5,-5,-1.8,10.4,39,30,2.33327E-08,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,2.4,-3.2,11,11,7,-1.6,6.8,101.7,30,1.9276E-06,0
1,0,0,0,0,0,0,1,0,0,Top,Px,7.4,-2.3,6.5,7.5,0.5,-2,16,134.6,30,4.33744E-08,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.8,-2.3,11.5,14,-6.5,-2,2.3,125.2,30,7.07907E-21,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.7,-3.1,13.5,8,-3,-2.1,2.6,301.9,30,1.71308E-11,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.3,-2.5,7.5,10.5,-8.5,-2.2,11.5,123.4,30,3.29766E-05,0
0,0,0,1,0,0,0,0,0,1,Ny,Nx,3.7,-3.6,8,13.5,-6,-2.4,13.6,114.7,30,0.001027801,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,7.3,-3,14.5,8,5,-2.5,12.4,203.6,26.9246719,0.082211022,1
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.8,-2.6,9.5,12,-1.5,-2,11.9,249.4,24.69265545,0.119040691,1
0,1,0,0,0,0,1,0,0,0,Py,Py,3.3,-2.8,7,8,8.5,-2.3,9.3,242.4,30,0.00637261,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.5,-3.6,5.5,12,-4,-1.7,12,267.6,19.28422382,0.227309051,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,2.1,-2.2,7,14.5,-7.5,-1.1,5.9,262.1,22.89131884,0.128512535,1
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.2,-2.8,8,10,-1.5,-1.8,12.3,175.5,30,4.09753E-20,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,3.7,-3.3,8,5,7,-3.4,13.3,239,30,0.000159458,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.3,-2,9,12.5,4,-3,9.9,252.3,30,0.004774085,0
1,0,0,0,0,0,0,1,0,0,Top,Px,8.3,-2.1,7.5,12.5,-8,-2.2,12,65,30,0.000590133,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3,-2.5,13.5,14.5,0.5,-2.2,15.1,73.9,30,4.99602E-15,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.5,-10.7,14.5,9.5,-4,-1.2,8.8,296.3,30,5.86028E-13,0
1,0,0,0,0,1,0,0,0,0,Top,Top,10.2,-12,5.5,11.5,10,-2.5,4.7,267.5,30,0.008551756,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,2.4,-2.4,14,14.5,-4,-2.4,5.3,238.2,14.60880344,0.226335942,1
0,0,0,0,1,0,0,1,0,0,Nx,Px,3,-2,8.5,9.5,8.5,-2,14.1,59.2,30,6.43072E-19,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.6,-7.2,15,8.5,-10,-3,14.5,213.7,24.10262771,0.127673245,1
0,0,1,0,0,0,0,0,1,0,Px,Ny,3,-3.4,6,11.5,-5,-2.4,8.7,52.7,4.65670931,0.878218324,1
0,0,0,1,0,0,0,0,1,0,Ny,Ny,3,-3,5,7,-5.5,-1.6,14.8,270,4.089760886,0.777941551,1
1,0,0,0,0,0,0,1,0,0,Top,Px,10.8,-3,15,9,8.5,-2.7,1.2,325.2,30,1.10835E-12,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.4,-3.5,9.5,11.5,9.5,-1.2,2.9,210.6,30,0.001582551,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,3.8,-3.3,8,7,-3.5,-2.1,5.3,246.8,30,0.004681828,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2.9,-2.4,6.5,9.5,0,-2.7,11.7,296,30,1.1724E-13,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2.2,-3.4,8,14,-8,-3.3,4.8,45.2,30,1.9472E-08,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,9.6,-3.1,12.5,8,4.5,-2.6,6.3,226.8,26.8348929,0.081594071,1
0,1,0,0,0,0,1,0,0,0,Py,Py,3.6,-3.5,10,9.5,6,-2.6,3.1,79.5,30,6.59225E-16,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.8,-3.4,7.5,7,5,-3.4,10.3,73.5,30,2.15269E-05,0
1,0,0,0,0,0,1,0,0,0,Top,Py,8.6,-2.7,11.5,10,3.5,-1.3,7.1,149.2,30,7.77907E-17,0
0,0,1,0,0,0,1,0,0,0,Px,Py,2.1,-2.7,8,13,8.5,-1.3,7.8,124.4,30,3.90712E-07,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,3.3,-3,14.5,11.5,-11,-2.6,1.8,249.8,30,0.046857549,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,9.4,-2.8,14.5,13,6,-1.6,12.5,348.8,30,0.000161984,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3,-3.5,5.5,9,0.5,-1.8,1.5,266.8,22.61976041,0.133851626,1
0,0,0,0,1,0,0,1,0,0,Nx,Px,3.3,-2.6,8,9,9,-2.9,7.6,30,30,1.79147E-21,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.6,-3.2,14.5,15,-1.5,-2.3,12.9,335.9,30,7.88223E-07,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,8.9,-3.7,8.5,6.5,5,-2.1,4.8,95.3,29.93393496,0.011251607,0
0,0,1,0,0,1,0,0,0,0,Px,Top,2.5,-7.2,6.5,7,-6.5,-3,15.6,129.2,30,0.00023186,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3,-8.2,5.5,12,-4.5,-1.6,11.1,123.4,30,2.6328E-09,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.3,-3.2,14.5,11.5,3.5,-1.8,13.3,331.4,30,3.24667E-15,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,3.4,-3.7,12,6.5,9.5,-2.1,4,103.5,30,1.28653E-11,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.2,-2.1,7,14,10.5,-2.5,14.6,216.1,30,0.001301348,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.9,-10.7,13.5,6,-10,-3.2,2.9,215.2,30,0.032905538,0
1,0,0,0,0,0,1,0,0,0,Top,Py,8.7,-4,5.5,6,-2.5,-2,11.6,359.5,30,0.000423583,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,3.1,-3.4,10,11,-8.5,-2.1,14.1,110.6,30,7.83189E-14,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3,-3.3,9.5,13,7.5,-2.6,11,223.3,30,0.004217201,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.7,-2.7,7,15,1.5,-2.2,9,155,30,1.92815E-08,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.8,-8.3,10,8.5,-8,-1.1,13.7,239.5,30,0.001607227,0
1,0,0,0,0,1,0,0,0,0,Top,Top,7.4,-8.7,12,8,-1,-2,9.2,131.7,30,6.11809E-18,0
0,0,1,0,0,0,0,1,0,0,Px,Px,3.5,-3.2,10.5,5.5,9.5,-1.3,1.2,135.5,30,2.1783E-10,0
1,0,0,0,0,1,0,0,0,0,Top,Top,10,-7.6,7.5,10,9.5,-1.1,8.5,248.7,30,0.001169836,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.5,-3.8,7.5,11,4,-2.3,15.7,169.7,30,2.14803E-11,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,11.5,-4,5.5,13.5,9,-1.3,1.8,165.6,30,0.002172189,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,2.8,-3.8,10.5,13.5,9.5,-3.1,6.4,226.9,30,0.016023151,0
1,0,0,0,0,0,0,1,0,0,Top,Px,11.1,-3.9,8,11,-10.5,-2.3,1.7,357.6,29.99970599,0.025589091,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.3,-2.8,11.5,14,-9,-2.6,11.2,3.8,30,6.7228E-23,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.9,-2.1,12,12,-7,-2.6,2.6,239.7,8.532521353,0.361901337,1
0,0,1,0,0,0,1,0,0,0,Px,Py,2.3,-2.6,6.5,14,-6.5,-1.3,12.2,232,30,5.40239E-06,0
1,0,0,0,0,1,0,0,0,0,Top,Top,9.7,-8.9,11,6.5,-8.5,-2.7,15.5,183.2,16.58574345,0.217490444,1
0,0,0,0,1,0,1,0,0,0,Nx,Py,2,-3.3,12,14.5,-7,-3.4,9.6,214.3,30,0.000981012,0
0,1,0,0,0,0,1,0,0,0,Py,Py,2.5,-2.7,7,10.5,8.5,-2.9,3.4,348.8,30,5.20505E-12,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2.1,-2.8,5.5,11.5,0,-1.8,13.5,267.5,30,6.60666E-05,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.4,-10.2,10,10.5,8.5,-1.1,1.1,244.5,30,0.018618182,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.7,-2.8,10,8.5,-0.5,-2.3,2.8,349.2,30,4.49729E-06,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.1,-11.2,14.5,9.5,6.5,-2,13,335.6,30,1.1246E-07,0
1,0,0,0,0,0,1,0,0,0,Top,Py,9.4,-2.1,8,13.5,0.5,-2.9,2.4,268.3,25.38955898,0.087779277,1
1,0,0,0,0,0,0,1,0,0,Top,Px,11.1,-2.8,12.5,6,-11,-1.8,10.1,32.1,30,7.19764E-07,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.2,-11.9,8,14.5,0,-1.6,9.7,189,30,3.06071E-10,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.3,-3.7,13,14.5,7,-1.4,13.2,241.1,30,0.00103631,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.6,-3.8,5.5,8,-10,-2,2,178.4,30,6.4159E-07,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2.7,-2.5,6.5,12.5,8,-1.3,11.3,15.9,30,9.61136E-25,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,3.9,-3.2,11,11.5,-8,-2.4,2.5,123.4,30,5.66868E-10,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,3.5,-7.6,6,5.5,-8.5,-1.3,14.6,31.2,30,7.04248E-05,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,11.2,-3,6.5,8,7.5,-1.8,13.9,86,30,3.22492E-06,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.4,-2.3,12,14,-1.5,-2.4,10.5,87.8,30,1.18299E-13,0
1,0,0,0,0,0,0,1,0,0,Top,Px,7.7,-3.5,6,12,-5.5,-2,1.4,325.5,30,1.25334E-10,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.9,-3.3,9,13.5,11,-2.9,2.1,230.7,30,0.007610579,0
1,0,0,0,0,0,0,1,0,0,Top,Px,12,-3.1,12.5,13.5,6.5,-2.9,8.8,322.2,30,4.3541E-18,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.2,-3.5,14.5,15,3,-2.6,5.1,227.1,30,0.023168866,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.9,-4,15,7.5,-7,-2,1.5,285.5,30,3.32148E-07,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2.8,-3.9,11,10.5,-10,-1.6,5.2,143,30,2.51127E-16,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.4,-3.5,6,11,5,-3.2,14.5,327.4,30,1.60729E-16,0
0,1,0,0,0,1,0,0,0,0,Py,Top,4,-9.3,6,12,-6.5,-2.6,11.4,334.9,30,1.34441E-07,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,2.8,-2.8,5.5,13,-10,-2.4,14.7,262.9,10.46627946,0.306591825,1
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.8,-3.5,13.5,9,0.5,-1.1,6.2,226.6,30,0.001844721,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,4,-9.1,10,13,0,-2.7,9.6,41.7,30,2.85105E-21,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.9,-7.7,9,10.5,-4.5,-1.2,9.3,249.1,30,0.002183743,0
0,0,1,0,0,1,0,0,0,0,Px,Top,2.8,-11,9.5,8.5,10,-2,7.8,122.2,30,3.44153E-08,0
0,1,0,0,0,0,1,0,0,0,Py,Py,2.3,-2.6,11,5.5,-7,-2.9,14.3,304.4,30,3.86965E-07,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.3,-7.1,9.5,5,4.5,-1.9,13.2,26.6,30,5.04296E-16,0
1,0,0,0,0,0,0,1,0,0,Top,Px,11.4,-3.9,11,13,-7.5,-1.8,15.5,203.8,27.30937106,0.086230086,1
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.4,-7.6,6,11.5,3.5,-3.3,14.5,265,30,1.26468E-06,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2.9,-2.8,9,7,5,-2.4,7.1,134.1,30,1.80633E-13,0
0,0,1,0,0,0,1,0,0,0,Px,Py,2.9,-2.6,8.5,5,11,-3.2,11.9,265,30,1.0932E-05,0
0,0,1,0,0,1,0,0,0,0,Px,Top,2.2,-8.5,7.5,14.5,7.5,-1.1,11.4,260.2,30,0.00032034,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.7,-3.6,8.5,10.5,-0.5,-2.6,6.2,58.5,25.86429289,0.111220961,1
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.2,-9.6,6,12.5,10,-2.3,15,333.9,30,3.73928E-15,0
0,0,1,0,0,0,0,1,0,0,Px,Px,3.5,-2.7,14.5,11,11,-2.6,15.1,229.2,30,0.001295108,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,3,-2.4,14.5,5.5,2,-1.4,3.3,210.1,30,0.001252527,0
0,0,0,1,0,0,0,0,0,1,Ny,Nx,3.3,-3.5,6,11.5,7.5,-1.7,11,102.5,30,4.61812E-06,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,4,-4,9.5,10,3,-2.3,1.2,310.2,30,1.65251E-05,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.3,-10.8,9,10.5,3.5,-2.1,6.7,126.5,30,2.73892E-17,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,3.8,-10.7,5.5,6.5,-8,-2.7,5.6,192,30,0.019654306,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,4,-3.9,11.5,13.5,8.5,-1.6,4.2,87.7,30,1.40742E-36,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2,-8,10.5,6.5,9,-3.4,10.5,129.8,30,1.64522E-17,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.1,-10.2,13,11,6,-3.3,6.6,58.4,30,7.20074E-25,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.1,-3.6,13.5,7,2,-1,5.7,268.2,30,2.55916E-18,0
1,0,0,0,0,0,0,1,0,0,Top,Px,9.8,-2.4,7,6,-5,-3.5,9.7,251.6,30,0.00034947,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.9,-2.1,14.5,12,2.5,-1.1,13.8,204.9,30,1.46798E-06,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,3.8,-3.4,8,14.5,-5.5,-2.9,8.8,91.8,29.67660628,0.064607264,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.2,-11.7,14.5,14,-8.5,-2.7,7.8,328.4,30,2.25309E-09,0
0,0,0,1,0,0,0,0,0,1,Ny,Nx,3.8,-3,6,9.5,2,-1.6,5.2,181.7,30,1.17441E-07,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.9,-8.6,13,14,11,-2.5,9.8,104.4,30,3.59395E-16,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.9,-3.4,11,9,-3.5,-3,13.7,236.3,11.91566587,0.302113692,1
0,0,1,0,0,0,0,0,1,0,Px,Ny,3.8,-4,7.5,7.5,2.5,-1.1,12.8,159.8,30,0.000340249,0
0,1,0,0,0,0,1,0,0,0,Py,Py,2.8,-3,5.5,7,10.5,-1.6,4.8,54.4,30,1.62149E-10,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,3.3,-2.2,6,14.5,1.5,-1.1,11.8,29.8,30,1.38189E-07,0
0,1,0,0,0,1,0,0,0,0,Py,Top,3.1,-12,9,9.5,3,-2.6,9.3,333.9,30,2.60785E-07,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.4,-2.4,7,10.5,3.5,-3.2,7.4,259.2,30,0.006343306,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.5,-3.6,8.5,6,-9.5,-3.1,1.6,239.7,17.58619451,0.172285965,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,2.6,-3.4,7.5,14,-5,-1.7,6.6,53.5,30,0.001679921,0
0,0,1,0,0,1,0,0,0,0,Px,Top,3.5,-10.1,11,13,6.5,-2.9,6.8,295.6,30,3.46296E-21,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.4,-2.6,6,11,-4,-1,9.5,60.7,30,1.15878E-11,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,3.6,-3.1,6.5,8,-9.5,-2.4,13.9,58.8,30,8.09821E-06,0
1,0,0,0,0,0,0,1,0,0,Top,Px,11.8,-3.2,14,10,-8,-2.2,13.6,43.1,30,1.2646E-05,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,3.7,-3.9,6.5,9,-3.5,-2.6,4.1,260.5,30,0.000298766,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,3.5,-10.3,5.5,11,-3.5,-2.2,4.4,161.2,30,2.84399E-13,0
0,0,1,0,0,0,0,1,0,0,Px,Px,2.5,-3.1,15,13,3,-2.8,12.6,259,30,4.06945E-08,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.4,-8.5,7.5,5.5,0,-1.8,15.6,172.2,30,1.15E-11,0
0,1,0,0,0,0,1,0,0,0,Py,Py,2.1,-2.5,7,10.5,0.5,-2.6,2.9,259.2,26.17744846,0.092731586,1
0,1,0,0,0,0,0,1,0,0,Py,Px,3.5,-2.1,11.5,13.5,-3,-2.5,6.3,109.9,30,1.31891E-20,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,7.8,-3.5,11,5.5,9.5,-3.1,15.9,222.5,29.99995359,0.012107012,0
