St,Spy,Spx,Sny,Snx,Et,Epy,Epx,Eny,Enx,Supply Vent Facing Direction,Exhaust Vent Facing Direction,Supply Vent Flow Speed,Exhaust Vent Flow Speed,x Distance Between Vents,y Distance Between Vents,Vertical Distance Between Vents,Wind Speed,Fire Size,Wind Angle,Vis,EC,Recirculation
1,0,0,0,0,0,0,0,1,0,Top,Ny,11.1,-2.8,8,7,-4.5,-1.1,15.9,246.8,26.42150553,0.072686033,1
0,0,0,1,0,0,1,0,0,0,Ny,Py,3.6,-3.5,6,3.5,-2,-1.8,2,254.1,19.75169684,0.152647973,1
0,0,1,0,0,0,1,0,0,0,Px,Py,4,-2.1,5,8.5,-2.5,-1.4,8.3,270,30,0.002800967,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.9,-3.6,6,9,-1.5,-2.5,15.1,263.7,30,0.007908178,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,3.3,-10.1,9,7,-2.5,-1.5,8.3,240.3,30,0.000274035,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,3.8,-3.1,5,5.5,0.5,-2.2,13.4,270,29.96042798,0.005149757,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,10.3,-3.1,6.5,8.5,-1.5,-2.1,13.9,260,18.45023122,0.353065859,1
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.6,-3.2,8,6.5,-2.5,-1,10.3,245.2,12.58707739,0.325735756,1
0,0,0,1,0,0,0,0,0,1,Ny,Nx,3.5,-2.1,9,7,-2,-1.8,8.3,240.3,25.19102794,0.115916995,1
1,0,0,0,0,1,0,0,0,0,Top,Top,9.9,-7.8,7,9,-3,-1.9,7.3,257.5,26.51288254,0.088333509,1
1,0,0,0,0,0,0,0,0,1,Top,Nx,8.7,-3.3,5.5,5,3.5,-2.3,3.4,264.3,14.11005845,0.316301529,1
1,0,0,0,0,1,0,0,0,0,Top,Top,10.7,-7.2,8.5,4,4.5,-1.3,11.5,228.8,30,0.002994385,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,3.1,-2.1,5,8,-3,-1.1,5.3,270,13.71586507,0.262183192,1
0,0,0,1,0,0,0,0,1,0,Ny,Ny,3.5,-3.9,7.5,7,-1,-2,15.9,250.3,24.60892323,0.120840082,1
1,0,0,0,0,0,1,0,0,0,Top,Py,8.9,-2.4,6,8.5,0.5,-2.4,2.4,263.3,13.07746015,0.263654162,1
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.9,-2.6,7.5,4,-2,-1.6,4.9,238,30,0.004666386,0
1,0,0,0,0,0,0,1,0,0,Top,Px,10.1,-2.5,8.5,7.5,2,-1.9,14.1,245,30,0.003135327,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,3.9,-3.5,8,8.5,5,-1.2,12.2,250.6,30,0.000525041,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.8,-10.1,5.5,6,2,-3.3,12.5,265.2,30,2.40349E-09,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2,-3.7,8,5,1.5,-1,13.7,239,30,0.00033876,0
0,0,0,1,0,0,0,0,0,1,Ny,Nx,3.1,-2.1,8.5,2,1,-1.6,3,209.7,5.333661865,0.771286806,1
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.2,-3.5,6,6.5,0,-1.5,3.8,261.3,30,0.001416752,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.1,-2.8,5.5,2,1,-2.4,3.4,256,30,8.57491E-09,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.6,-3.3,8.5,8,0.5,-2,4.5,246.4,27.81490433,0.070412259,1
1,0,0,0,0,0,0,0,0,1,Top,Nx,10.1,-3.2,9,8.5,-1.5,-2,6.2,244.8,17.89645277,0.204643581,1
1,0,0,0,0,0,0,0,1,0,Top,Ny,7.2,-3.7,7,7,2.5,-2.5,8.8,254.1,20.87452123,0.158134741,1
1,0,0,0,0,0,0,0,1,0,Top,Ny,11.3,-2.4,6,4.5,3.5,-3.2,12,257.5,12.49242046,0.463596605,1
1,0,0,0,0,0,0,0,1,0,Top,Ny,8.9,-3.6,8,5.5,0,-1.3,4.3,241.4,27.62751031,0.048795424,1
0,0,1,0,0,0,0,0,1,0,Px,Ny,2.7,-3.5,5,6,-2,-1.9,5.7,270,2.987352584,1.037519273,1
0,0,1,0,0,0,1,0,0,0,Px,Py,3.4,-2,5,2.5,2.5,-2.5,9.5,270,30,0.01499399,0
1,0,0,0,0,0,1,0,0,0,Top,Py,10.8,-2,7.5,5,3,-2.4,15.6,243.4,27.70220729,0.068773736,1
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.6,-3.6,7,6,-1,-1.5,11.3,251.6,30,0.010689505,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2,-2.8,7,2.5,-3,-2.7,1.9,231.3,30,0.045419836,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,11.8,-2.5,6.5,7.5,5,-2.1,5.4,258.7,12.52895924,0.341118946,1
0,0,1,0,0,0,0,1,0,0,Px,Px,2.6,-3.1,7,4,0.5,-2.9,1.1,243.4,30,0.017345212,0
1,0,0,0,0,0,0,1,0,0,Top,Px,11.9,-2.7,9,9,1.5,-3.4,5.6,246,29.95821741,0.022778812,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.2,-2.1,5.5,5,-1.5,-3.1,12.8,264.3,30,0.027303723,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.1,-2.2,8.5,3.5,4,-3.5,13.7,225,29.97904074,0.056791526,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.2,-3,6.5,4,-3.5,-3.1,4.7,249.4,18.00464111,0.171706068,1
0,1,0,0,0,0,0,0,1,0,Py,Ny,3.2,-3.7,7.5,7,4,-3.2,2.5,250.3,30,0.007455073,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.3,-3.7,8.5,7,-0.5,-1.3,11.6,243.4,30,0.006311493,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.7,-7.8,5.5,9,5,-2.7,12.5,266.8,30,1.95672E-06,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.1,-3.6,7,4.5,0.5,-3.3,15.9,246,24.87412875,0.109473941,1
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.3,-2.8,6.5,3,-0.5,-1.6,13.7,243.4,22.22482443,0.142415542,1
0,1,0,0,0,0,0,0,0,1,Py,Nx,2,-2.7,6.5,4,4,-1.8,14.3,249.4,30,0.0003258,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,3.1,-3.5,7.5,4.5,-1.5,-2.6,1.6,240.9,26.56310594,0.11325804,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.3,-2.2,6.5,7,-4,-1.4,13.9,257.9,6.338880349,0.506275096,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.8,-2.2,7.5,6.5,0.5,-1.9,5.6,249,15.9042096,0.252579249,1
0,1,0,0,0,0,0,0,0,1,Py,Nx,3.6,-3.1,5.5,2.5,0.5,-2.7,10.3,258.7,4.194925837,1.524079489,1
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.6,-3.4,7.5,9,-0.5,-3,14.8,254.5,30,0.004443085,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.9,-11.8,8.5,6.5,-1.5,-2.2,5.6,241.7,30,0.000341367,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2.5,-2,6,7.5,-4,-2,6.3,262.4,30,0.00111765,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3,-2.8,7,2,-4.5,-1.3,2.8,225,30,0.024131631,0
1,0,0,0,0,1,0,0,0,0,Top,Top,10.6,-10.3,6,5,-2.5,-2.1,4.7,258.7,29.17170861,0.074879293,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,3.7,-3.1,7,6.5,0,-2.9,3.8,252.9,12.13246905,0.256659411,1
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.8,-2.4,9,8,2.5,-2.3,13,243.4,30,0.003640368,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.5,-3.6,7.5,7,-2,-1.4,13.6,250.3,30,5.86334E-05,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.6,-3.9,8.5,7.5,1.5,-2.6,13.5,245,30,0.0027859,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,2.2,-2.9,7.5,6.5,3.5,-2.8,1.4,249,29.66145198,0.032692742,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.2,-2.7,5.5,8.5,-3,-1.1,14.9,266.6,30,1.53892E-05,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,3.5,-2.5,8,3,-0.5,-3.4,1.9,225,20.0791784,0.15755811,1
1,0,0,0,0,1,0,0,0,0,Top,Top,10.2,-10.5,6.5,3.5,-0.5,-1.8,3.9,246.8,30,0.036512056,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.8,-2.1,9,7.5,5,-3.4,14.1,241.9,30,0.004202633,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3,-2.6,6.5,5,-4,-1.1,14.3,253.3,2.410019625,1.373608331,1
0,0,1,0,0,0,0,0,1,0,Px,Ny,2.9,-2.1,7,7,-4,-3.3,12.1,254.1,6.110004082,0.505519529,1
1,0,0,0,0,0,1,0,0,0,Top,Py,11.5,-2.7,8,5.5,2.5,-2.9,1.4,241.4,21.64706942,0.145311175,1
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.1,-3.9,8.5,6,3,-3.4,7.7,239.7,30,0.032675031,0
0,1,0,0,0,0,1,0,0,0,Py,Py,2.7,-3.1,8.5,9,-4.5,-1.5,8.1,248.7,22.37263549,0.142590161,1
0,1,0,0,0,1,0,0,0,0,Py,Top,2.5,-10.3,5.5,7.5,-3,-3,7.9,266.2,30,3.5586E-05,0
1,0,0,0,0,1,0,0,0,0,Top,Top,9.2,-9.4,7.5,8,-3,-1.4,14.1,252.6,29.81610156,0.029820437,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,3.2,-3,8.5,2.5,0,-1.2,11,215.5,5.015289263,0.94691331,1
0,0,0,1,0,0,0,0,0,1,Ny,Nx,3.1,-3.4,6,7,-4.5,-2.5,5.3,261.9,29.99161741,0.064476607,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,2.9,-3.2,8.5,3.5,-4,-2.1,6.1,225,30,0.007383731,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.5,-3,6,2,-3,-3.2,11.1,243.4,2.37287357,1.280713294,1
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.7,-2.8,6,3,-2.5,-1.5,7,251.6,30,0.005747545,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.9,-2.9,7,8,0,-2.6,13.8,256,29.16034056,0.063936613,0
0,0,1,0,0,1,0,0,0,0,Px,Top,2.5,-8.9,7,5,-4.5,-2.1,4.6,248.2,30,0.041350939,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.7,-2.3,9,6.5,2.5,-2.5,13.7,238.4,30,0.01127508,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.2,-3.6,6,4,-2.5,-1.7,12.9,256,7.945332294,0.440028955,1
1,0,0,0,0,0,1,0,0,0,Top,Py,9.3,-2.3,6,8.5,0.5,-2.3,4,263.3,19.54359266,0.168367982,1
0,0,0,1,0,0,0,0,0,1,Ny,Nx,2.6,-2.2,7,6.5,2,-1.6,12.3,252.9,30,0.033257308,0
1,0,0,0,0,1,0,0,0,0,Top,Top,7.7,-8.5,6.5,7.5,1.5,-2.3,2,258.7,29.97535779,0.032673621,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,3,-2.5,7,6.5,0.5,-2.4,8.2,252.9,19.81256068,0.181295783,1
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2.3,-3.2,8,8.5,3,-1.9,2.9,250.6,30,0.007765622,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.5,-3.9,6,5.5,-3,-1.6,13.3,259.7,30,0.001903567,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.4,-3.8,6.5,8.5,-2,-2.5,1.9,260,29.00270037,0.086025046,0
0,0,1,0,0,0,0,0,1,0,Px,Ny,2.8,-4,6,5.5,1.5,-1,11.5,259.7,18.70590897,0.201160269,1
0,0,1,0,0,0,0,1,0,0,Px,Px,2.2,-3.1,6,9,1,-2.5,1.4,263.7,30,0.009416802,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.8,-10.3,7.5,4.5,-4.5,-1.9,11,240.9,30,0.022767851,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.5,-2.6,7.5,4.5,-1,-2,7.6,240.9,30,0.001144539,0
1,0,0,0,0,1,0,0,0,0,Top,Top,7.8,-10.9,5.5,5,4,-3.1,13,264.3,30,0.000716696,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,8.5,-3.4,8,6,4,-3.4,3.1,243.4,25.66566789,0.090908897,1
0,0,0,0,1,0,0,0,1,0,Nx,Ny,3.5,-2.5,9,7.5,-1,-3.1,5.9,241.9,30,0.00885066,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,3.2,-3,6,2.5,-1.5,-2.8,13.2,248.2,29.98325349,0.04678971,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,3.7,-3.5,6.5,7.5,3,-1.7,13.4,258.7,30,1.75074E-05,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,9.9,-2.2,6,7.5,-1,-2,15,262.4,16.6803587,0.458649813,1
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.6,-3.7,6.5,3,-2,-2.4,6.7,243.4,25.31922328,0.120208343,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.9,-3.5,6,5,3,-3,11.3,258.7,23.63442109,0.122542826,1
0,0,0,1,0,0,1,0,0,0,Ny,Py,2.8,-3.6,7,4,-1,-1.8,8.9,243.4,30,0.02756055,0
1,0,0,0,0,0,1,0,0,0,Top,Py,11.5,-2.7,7.5,2.5,1,-1.9,13.3,225,29.86308119,0.032325151,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.9,-2.5,7.5,2,2,-1,3.8,218.7,30,0.030086022,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.5,-2.6,5.5,5.5,3,-1,15.5,264.8,30,1.60497E-05,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.4,-11.8,6,7.5,1,-1,3.5,262.4,30,0.001891702,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.3,-9.9,9,4.5,-1,-1.7,5.7,228.4,30,0.000297038,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.1,-10.5,6.5,7.5,-3.5,-2.6,3,258.7,30,0.021982265,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.7,-3.7,6,3,-1,-2.3,14.5,251.6,9.610298672,0.382693841,1
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.6,-3.2,8,3,3,-1.7,4.6,225,30,0.00882943,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,7.8,-2.4,6,4,-1,-2.9,9.7,256,2.457013036,1.551665415,1
1,0,0,0,0,0,1,0,0,0,Top,Py,11,-3.7,7,7.5,2,-1.9,4.3,255.1,24.863972,0.11703591,1
0,0,1,0,0,0,0,1,0,0,Px,Px,3.3,-3.5,6,5,-4.5,-3.1,3.5,258.7,30,0.006670748,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.5,-11.5,6,9,-1.5,-1.4,2.7,263.7,30,9.45784E-06,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,2.9,-2.1,6.5,9,3,-1.4,2.7,260.5,30,0.00410563,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.7,-3.3,5.5,9,0,-3.4,10,266.8,9.70317904,0.365950027,1
0,1,0,0,0,1,0,0,0,0,Py,Top,2.5,-9,5.5,9,-1,-3.5,6.4,266.8,30,2.70112E-06,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3,-3.9,5.5,8.5,-2,-2.5,9.3,266.6,29.93562202,0.054923119,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,8.9,-2.1,5.5,4,-3,-2.3,3.6,262.9,26.41606821,0.069635484,1
0,0,1,0,0,1,0,0,0,0,Px,Top,2.5,-8,8,7,1.5,-3.2,5.4,246.8,30,0.004694959,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.8,-3.8,6.5,4,-1,-3.3,5.3,249.4,30,0.000105471,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.7,-3.3,8,8,2,-3,9.1,249.4,25.08828166,0.10509253,1
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.4,-2.9,7.5,5.5,-4,-1,14.3,245.6,30,0.028531666,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.2,-3.3,6.5,8,0,-1.2,5,259.4,30,0.001449915,0
0,0,1,0,0,0,0,0,1,0,Px,Ny,2.2,-3.3,7.5,6.5,5,-3.4,2.8,249,30,0.013194744,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,3.4,-4,9,7.5,-4.5,-1.6,15.9,241.9,2.351300431,1.301316998,1
0,1,0,0,0,0,0,0,0,1,Py,Nx,2.8,-3.3,5.5,8.5,-1.5,-2.3,8.7,266.6,15.23367221,0.223080996,1
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.5,-4,5.5,8.5,-1.5,-1.6,13.8,266.6,17.43713686,0.209705785,1
0,0,0,0,1,0,1,0,0,0,Nx,Py,2.1,-3.2,5,2.5,1,-1.8,1.1,270,29.78045114,0.07214014,0
1,0,0,0,0,0,1,0,0,0,Top,Py,8.6,-3.2,9,4,2.5,-1.4,5.3,225,30,0.011396528,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,8.4,-2.3,8,8.5,-0.5,-1.8,1.2,250.6,23.59332653,0.119238402,1
0,0,1,0,0,0,0,1,0,0,Px,Px,3.7,-2.1,6,7.5,1,-1.7,13.1,262.4,30,0.001765614,0
1,0,0,0,0,0,1,0,0,0,Top,Py,7.2,-2.8,7.5,2,2,-3,8,218.7,24.03763617,0.121120041,1
1,0,0,0,0,0,0,0,0,1,Top,Nx,11.5,-2.9,7,7.5,2.5,-3.5,2.7,255.1,11.70251828,0.354362726,1
0,0,0,1,0,0,1,0,0,0,Ny,Py,3,-2.9,6,7.5,3.5,-2,8.8,262.4,30,0.001899477,0
0,0,1,0,0,0,0,1,0,0,Px,Px,3.8,-3.8,7.5,8,-2.5,-2.6,6.8,252.6,30,0.003134863,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,8.4,-3,6,3.5,-3,-3.5,3.7,254.1,29.99994755,0.023138505,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.4,-3.9,9,6.5,-4,-2.1,15.9,238.4,25.05113033,0.118482038,1
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.5,-2.3,8.5,5,3,-3.3,13,235,29.8143879,0.058901411,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2.5,-3.3,8.5,3,1,-3.5,9,220.6,30,0.000160909,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.5,-2.9,6.5,6,-3,-2.7,2.1,256,30,0.013733048,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,11,-3.8,7.5,8,4.5,-2.9,7.6,252.6,25.57866994,0.087689207,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,2.5,-3.7,7,8.5,-1,-2.8,9.8,256.8,25.52743879,0.115164759,1
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.7,-9.5,8.5,3,4,-1.1,2.9,220.6,30,0.015639878,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.1,-3.8,8,6,4.5,-1.3,10.6,243.4,30,0.030369258,0
1,0,0,0,0,0,0,1,0,0,Top,Px,8.4,-3.5,8,3,-5,-3.5,2.4,225,30,0.010734548,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,11.3,-3.7,6,3,1.5,-3.3,10.1,251.6,2.328796417,1.618513547,1
0,0,0,1,0,0,0,0,0,1,Ny,Nx,4,-4,7.5,7,-1.5,-2.2,7.6,250.3,22.50794721,0.138127185,1
0,1,0,0,0,0,1,0,0,0,Py,Py,3.6,-3,9,5.5,-2,-1.8,6.1,234,29.52902842,0.063830847,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2.9,-2.1,9,4.5,-3.5,-2.4,14.3,228.4,30,0.002110523,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.4,-3.1,5.5,7,-1.5,-1.8,11,265.9,30,3.68284E-07,0
0,0,0,0,1,0,0,0,1,0,Nx,Ny,2.6,-3.4,6.5,7.5,0,-2.9,13.4,258.7,30,0.006712981,0
0,0,0,0,1,1,0,0,0,0,Nx,Top,2.5,-10.8,5.5,3.5,-5,-2.6,14.7,261.9,30,0.002332693,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,8.7,-3.3,5.5,3.5,3,-3,3.5,261.9,19.04827022,0.295984969,1
1,0,0,0,0,0,0,0,1,0,Top,Ny,7.1,-3,8,6,-3.5,-3,11.3,243.4,29.99858834,0.009230471,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,2.9,-3.1,7,8,-1.5,-1.3,11.2,256,30,0.000211159,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,4,-2.6,7,2,-1.5,-3,15,225,30,0.009981081,0
0,0,1,0,0,0,0,0,1,0,Px,Ny,2.6,-3.3,5,6,-0.5,-1.4,10.6,270,2.231792281,1.45790228,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,2.6,-2.5,5,4,1,-2,2.6,270,9.168774452,0.523856978,1
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.5,-2.1,6,8.5,-1,-2.9,2.8,263.3,5.743491952,0.582382403,1
0,0,0,1,0,1,0,0,0,0,Ny,Top,2.5,-9.9,7,3.5,-1,-3.2,3,240.3,30,0.017776954,0
0,0,0,0,1,0,0,0,0,1,Nx,Nx,2.7,-3.1,5.5,2,2.5,-1.2,6.8,256,20.4913047,0.168996328,1
0,1,0,0,0,0,0,1,0,0,Py,Px,2.2,-2.2,8,2.5,0,-1.7,11,219.8,30,0.001521952,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.4,-10.2,6,2.5,1.5,-2.2,8.1,248.2,30,6.43313E-06,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.7,-2.6,6.5,6,4,-2.4,6.6,256,30,0.005862545,0
0,0,0,1,0,0,0,0,1,0,Ny,Ny,2.3,-2.3,6,3.5,-1,-1.8,14,254.1,19.98922731,0.191300448,1
0,0,1,0,0,0,0,0,1,0,Px,Ny,2.5,-3.7,8,7,2,-2,9,246.8,30,0.005338632,0
0,1,0,0,0,0,0,0,1,0,Py,Ny,2,-2.4,7.5,8.5,-4.5,-1.3,4.8,253.6,30,3.87705E-05,0
0,1,0,0,0,0,1,0,0,0,Py,Py,3.2,-3.1,6,5.5,-3.5,-2.3,11.4,259.7,20.94951651,0.170851071,1
0,0,1,0,0,0,0,0,1,0,Px,Ny,2.9,-2.1,8.5,2.5,0,-1.5,8.6,215.5,29.91514115,0.051828108,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,9.6,-3.8,8,3,1,-2.7,10.3,225,3.068839671,1.606726335,1
0,1,0,0,0,0,0,1,0,0,Py,Px,2.8,-3.8,8.5,6.5,2.5,-3.2,15.6,241.7,30,0.002933557,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,2.1,-3.3,8,2.5,0.5,-3.2,8.9,219.8,30,0.058116366,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,2,-3,8,8.5,-0.5,-1.2,9.8,250.6,30,0.00014259,0
0,0,1,0,0,0,1,0,0,0,Px,Py,2.1,-2.1,6,7.5,-3,-2,10.3,262.4,30,0.007405699,0
0,1,0,0,0,0,0,1,0,0,Py,Px,2.9,-3,6.5,7,4.5,-1.3,9.4,257.9,30,0.000410747,0
0,0,1,0,0,0,0,1,0,0,Px,Px,2.9,-3.8,6,3.5,-4,-1.2,3.5,254.1,30,0.004096421,0
1,0,0,0,0,0,0,0,1,0,Top,Ny,10.7,-2.5,8.5,2.5,4,-1.1,4.6,215.5,29.42855262,0.030838692,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.2,-2.5,7,4,-4.5,-3.1,9.3,243.4,19.42175294,0.162723439,1
0,0,0,0,1,0,0,1,0,0,Nx,Px,3.8,-3.8,5,2.5,-0.5,-2.1,12.1,270,30,0.000236111,0
1,0,0,0,0,0,0,1,0,0,Top,Px,11.2,-2.6,7,5.5,0,-3.4,2.4,250,29.72888898,0.037336381,0
0,1,0,0,0,0,0,0,0,1,Py,Nx,2.3,-3.1,7.5,8.5,-3.5,-1.1,3,253.6,26.56903541,0.089588394,1
0,1,0,0,0,1,0,0,0,0,Py,Top,2.8,-11.4,6,6.5,1,-2.3,12.9,261.3,30,4.4535E-09,0
0,1,0,0,0,0,0,1,0,0,Py,Px,3.7,-2.6,7.5,3,-3,-2.8,3,230.2,30,0.00212747,0
1,0,0,0,0,0,0,0,0,1,Top,Nx,11.2,-3.2,8,2,1,-1.3,1,213.7,16.82144323,0.240745718,1
0,0,0,0,1,0,0,0,0,1,Nx,Nx,3.2,-2.9,9,6,-3,-1.9,13,236.3,18.14133587,0.187781734,1
0,0,1,0,0,0,0,0,1,0,Px,Ny,3.9,-2.5,8.5,3,-2,-2.6,10.2,220.6,29.65515644,0.024510003,0
1,0,0,0,0,1,0,0,0,0,Top,Top,11.4,-10.9,6.5,7,-5,-2.2,7.3,257.9,22.42614478,0.139863256,1
1,0,0,0,0,0,0,0,1,0,Top,Ny,9.9,-2.6,5.5,5,-4.5,-3,1.5,264.3,30,0.015548154,0
0,0,0,1,0,0,0,1,0,0,Ny,Px,3.1,-3.1,7,7.5,-4.5,-1.3,2.7,255.1,30,0.00129859,0
0,0,1,0,0,0,1,0,0,0,Px,Py,3.1,-3.7,7.5,7.5,4,-1.3,12.2,251.6,30,0.005685043,0
0,1,0,0,0,1,0,0,0,0,Py,Top,2.5,-7.8,7.5,4.5,-3,-3.2,2,240.9,30,0.00594638,0
1,0,0,0,0,1,0,0,0,0,Top,Top,11.8,-11.1,6.5,6.5,1.5,-1.8,15.3,257,30,0.003929576,0
0,0,0,0,1,0,0,1,0,0,Nx,Px,2.1,-3,7.5,2,4,-1.3,7.2,218.7,30,0.002143371,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,3.7,-11.8,8.5,3.5,1,-2.4,8.2,225,30,0.007936414,0
0,0,0,0,1,0,1,0,0,0,Nx,Py,3.2,-2.6,9,9,-1.5,-1.8,12.8,246,30,0.000253347,0
0,0,1,0,0,0,0,0,0,1,Px,Nx,3.7,-3,8,4.5,-3,-2.3,8.4,236.3,1.753648811,1.854216899,1
0,1,0,0,0,0,0,0,0,1,Py,Nx,2.4,-2.5,8,3.5,-0.5,-1.6,8.6,229.4,4.150869015,0.915755914,1
0,1,0,0,0,0,0,1,0,0,Py,Px,3.7,-2.1,6.5,4,-3.5,-2.4,11.6,249.4,30,3.02352E-05,0
0,0,1,0,0,0,0,1,0,0,Px,Px,4,-3.2,6,6,4.5,-2.8,4.2,260.5,30,0.001510197,0
0,0,0,1,0,1,0,0,0,0,Ny,Top,3.6,-7.1,6.5,7.5,3,-2.9,6.7,258.7,30,0.008613337,0
0,0,0,1,0,0,1,0,0,0,Ny,Py,2.2,-3.3,7,6,-1,-2.6,9.3,251.6,29.99902171,0.050708802,0
1,0,0,0,0,1,0,0,0,0,Top,Top,11.9,-11.1,8,7,-5,-3.5,9.2,246.8,18.68969439,0.178081803,1
